Item Fat Content,Item Identifier,Si No,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility, Sales ,Rating
Regular,FDQ47,231,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.169137707, $35.29 ,5
Regular,FDZ13,232,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.154363209, $50.84 ,5
Regular,FDM04,233,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.047387144, $50.87 ,5
Regular,FDS04,234,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.147492524, $141.58 ,5
Regular,FDV28,235,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0, $35.16 ,5
Regular,FDU19,236,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.047036036, $170.54 ,5
Regular,FDE56,237,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.160095901, $61.52 ,5
Regular,FDI07,238,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.033951827, $197.24 ,5
Regular,FDU15,239,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0, $36.65 ,5
Regular,FDU27,240,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.172446822, $47.14 ,5
Regular,FDN39,241,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.065890998, $167.08 ,5
Regular,FDV10,242,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.067083367, $44.01 ,5
Regular,FDO45,243,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.038167453, $89.49 ,5
Regular,FDB23,244,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.005620213, $226.61 ,5
low fat,NCY41,245,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.076164013, $34.05 ,5
Regular,FDW31,246,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.043402224, $197.07 ,5
Regular,FDR55,247,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.13283066, $190.69 ,5
Regular,FDX10,248,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.124410284, $34.39 ,5
Low Fat,DRF49,249,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.071064499, $114.45 ,5
Low Fat,FDA23,250,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047178116, $99.40 ,5
Low Fat,FDR60,251,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.130390458, $77.23 ,5
Low Fat,FDN60,252,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.095140088, $159.96 ,5
Low Fat,FDU48,253,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055347985, $131.53 ,5
Low Fat,FDG60,254,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060688248, $234.26 ,5
Low Fat,FDU11,255,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092576144, $121.01 ,5
Low Fat,FDT49,256,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.151376958, $108.23 ,5
Low Fat,FDS37,257,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031938828, $114.15 ,5
Low Fat,FDK50,258,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028357839, $163.29 ,5
Low Fat,FDG26,259,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.042641788, $257.83 ,5
Low Fat,FDD14,260,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.169776346, $184.43 ,5
Low Fat,FDK41,261,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.127517605, $86.02 ,5
Low Fat,FDD16,262,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036346224, $72.97 ,5
Low Fat,FDZ44,263,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.038721734, $115.88 ,5
Low Fat,FDO44,264,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087436672, $109.92 ,5
Low Fat,DRL11,265,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048009081, $157.09 ,5
Low Fat,NCU17,266,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092865746, $100.67 ,5
Low Fat,NCL41,267,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.041729735, $36.32 ,5
Low Fat,NCS53,268,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.089761211, $159.46 ,5
Low Fat,NCV17,269,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016104504, $130.26 ,5
Low Fat,NCO14,270,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029638267, $42.61 ,5
Low Fat,NCU18,271,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055829496, $140.25 ,5
Low Fat,NCI54,272,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033592687, $108.19 ,5
Low Fat,NCQ50,273,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0, $213.32 ,5
Low Fat,NCC18,274,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.177236497, $172.34 ,5
Low Fat,NCQ38,275,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013363902, $106.13 ,5
Low Fat,FDL10,276,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039484739, $97.90 ,5
Low Fat,FDE34,277,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107870997, $181.26 ,5
Low Fat,FDL46,278,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054046706, $119.55 ,5
Low Fat,FDH10,279,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049295686, $194.45 ,5
Low Fat,DRE60,280,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159304333, $226.17 ,5
Low Fat,DRD60,281,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03722507, $182.46 ,5
Regular,FDR36,282,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.121563385, $43.75 ,5
Regular,FDL24,283,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024891881, $170.94 ,5
Regular,FDM36,284,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058719726, $171.14 ,5
Regular,FDD26,285,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.072141818, $183.39 ,5
Regular,FDI02,286,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11454343, $113.72 ,5
Regular,FDE04,287,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018019662, $181.57 ,5
Regular,FDQ08,288,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018926773, $60.25 ,5
Regular,FDV20,289,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.059790095, $127.47 ,5
Regular,FDW03,290,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024536636, $106.13 ,5
Regular,FDX51,291,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.022054553, $195.45 ,5
Regular,FDR03,292,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008734284, $207.90 ,5
Regular,FDW21,293,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.005962753, $102.44 ,5
Regular,FDJ58,294,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105276162, $173.28 ,5
Low Fat,FDR48,295,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.220111117, $153.00 ,5
Low Fat,FDO16,296,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.02528802, $83.33 ,5
Low Fat,FDE53,297,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.044991876, $107.23 ,5
Low Fat,FDV31,298,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.178622919, $177.94 ,5
Low Fat,FDF32,299,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.113953562, $198.24 ,5
Low Fat,DRN35,300,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.117580062, $36.65 ,5
Low Fat,NCQ17,301,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.195721125, $156.46 ,5
Low Fat,NCQ41,302,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.032606181, $193.58 ,5
Low Fat,NCN06,303,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.20168772, $162.89 ,5
Low Fat,NCF30,304,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.211306673, $125.14 ,5
Low Fat,FDQ39,305,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.13564792, $190.88 ,5
Low Fat,FDL45,306,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.063081713, $125.77 ,5
Low Fat,FDR10,307,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.016804724, $163.46 ,5
Low Fat,FDZ09,308,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.175545889, $163.69 ,5
Low Fat,DRJ13,309,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.105265475, $159.96 ,5
Low Fat,DRD24,310,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.051544658, $142.52 ,5
Low Fat,DRH25,311,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.02442574, $52.93 ,5
Regular,FDC60,312,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.191603334, $87.05 ,5
Regular,FDJ36,313,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.214681063, $102.73 ,5
Regular,FDU47,314,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.190569038, $138.78 ,5
Regular,FDA03,315,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.076097035, $145.81 ,5
Regular,FDY40,316,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.143670179, $48.47 ,5
Regular,FDZ16,317,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.267565911, $194.15 ,5
Regular,FDW07,318,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.238831875, $88.25 ,5
Low Fat,FDW23,319,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.081944045, $36.72 ,5
Low Fat,FDW59,320,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.020698674, $86.36 ,5
Low Fat,DRF27,321,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.028393624, $153.43 ,5
Low Fat,FDB15,322,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.136696892, $264.56 ,5
Low Fat,FDG16,323,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.089742065, $213.72 ,5
Low Fat,FDJ04,324,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.124348482, $118.31 ,5
Low Fat,FDJ32,325,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.057744249, $61.25 ,5
Low Fat,FDM56,326,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.070133177, $109.89 ,5
Low Fat,FDB45,327,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.021312043, $104.93 ,5
Low Fat,DRJ23,328,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.041634206, $188.19 ,5
Low Fat,NCN06,329,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.120396991, $163.49 ,5
Low Fat,NCF43,330,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.05190268, $142.25 ,5
Low Fat,NCG07,331,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.052458358, $188.75 ,5
Low Fat,NCB55,332,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.160529322, $59.26 ,5
Low Fat,NCN30,333,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.016979063, $97.44 ,5
Low Fat,FDF22,334,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.056783389, $214.52 ,5
Low Fat,FDQ10,335,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.03315162, $170.64 ,5
Low Fat,DRK13,336,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.11507174, $198.21 ,5
Low Fat,DRL37,337,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.053327763, $44.48 ,5
Regular,FDL38,338,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.014720848, $89.92 ,5
Regular,FDV13,339,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.02758789, $86.19 ,5
Regular,FDX04,340,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.041536962, $46.04 ,5
Regular,FDF53,341,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.083536989, $180.33 ,5
Regular,FDD21,342,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0, $115.02 ,5
Regular,FDO20,343,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.152001201, $252.34 ,5
Regular,FDC21,344,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.042923071, $109.83 ,5
Regular,FDV19,345,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.035227697, $159.56 ,5
Regular,FDW43,346,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.022406575, $225.90 ,5
Regular,FDO46,347,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014200671, $187.19 ,5
Regular,FDT10,348,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.061992874, $60.96 ,5
Regular,FDB23,349,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.005583951, $226.91 ,5
Low Fat,FDN60,350,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.095545715, $157.36 ,5
Low Fat,FDU23,351,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021811987, $163.62 ,5
Low Fat,FDM13,352,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063432676, $132.86 ,5
Low Fat,FDB50,353,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.154244343, $78.00 ,5
Low Fat,FDC04,354,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045168898, $242.99 ,5
Low Fat,DRF03,355,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045492697, $40.31 ,5
Low Fat,FDG53,356,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046043736, $140.62 ,5
Low Fat,FDP16,357,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039454924, $244.08 ,5
Low Fat,FDE08,358,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049520593, $147.37 ,5
Low Fat,FDQ44,359,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036287517, $121.28 ,5
Low Fat,DRJ47,360,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044430561, $174.21 ,5
Low Fat,NCO05,361,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046749112, $100.44 ,5
Low Fat,NCB54,362,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050256604, $127.33 ,5
Low Fat,NCJ29,363,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035336287, $87.02 ,5
Low Fat,NCE06,364,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091857904, $160.79 ,5
Low Fat,NCP14,365,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110739031, $103.33 ,5
Low Fat,NCH06,366,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076866235, $247.15 ,5
Low Fat,NCH55,367,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034813556, $128.40 ,5
Low Fat,NCN42,368,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014280554, $148.04 ,5
Low Fat,FDM03,369,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.123531974, $108.29 ,5
Low Fat,FDK55,370,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02586664, $88.92 ,5
Low Fat,FDU39,371,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036184755, $58.56 ,5
Low Fat,NCO07,372,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009816092, $211.86 ,5
Low Fat,FDF22,373,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057062186, $212.02 ,5
Low Fat,FDI46,374,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074648119, $253.37 ,5
Low Fat,FDD22,375,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100055625, $113.35 ,5
Low Fat,FDZ45,376,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067148407, $200.41 ,5
Low Fat,FDT45,377,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057546914, $55.90 ,5
Low Fat,FDL34,378,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041112694, $139.95 ,5
Low Fat,FDA45,379,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.156012631, $177.34 ,5
Low Fat,DRI01,380,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $172.04 ,5
Low Fat,DRJ13,381,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063146492, $159.66 ,5
Regular,FDU47,382,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.114318263, $142.28 ,5
Regular,FDB02,383,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029283081, $175.14 ,5
Regular,FDM50,384,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030211742, $59.32 ,5
Regular,FDC14,385,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $41.05 ,5
Regular,FDH50,386,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.162093059, $182.53 ,5
Regular,FDD52,387,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.184041545, $110.16 ,5
Regular,FDH04,388,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011419301, $91.05 ,5
Regular,FDH56,389,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06407717, $116.75 ,5
Regular,FDX31,390,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014885998, $234.50 ,5
Regular,FDO51,391,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042153502, $44.01 ,5
Regular,FDV22,392,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009979271, $155.76 ,5
Regular,FDJ21,393,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038685176, $146.61 ,5
Low Fat,FDI14,394,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.089243504, $139.25 ,5
Low Fat,FDU25,395,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026552056, $56.22 ,5
Low Fat,FDC53,396,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.008792907, $96.74 ,5
Low Fat,FDD28,397,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.053038775, $59.59 ,5
Low Fat,FDO40,398,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.032470108, $148.94 ,5
Low Fat,FDT40,399,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.095331433, $125.57 ,5
Low Fat,FDD33,400,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $231.96 ,5
Low Fat,FDW20,401,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024032484, $124.97 ,5
Low Fat,DRN47,402,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.016745264, $180.77 ,5
Low Fat,NCY53,403,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.058198141, $110.45 ,5
Low Fat,NCE19,404,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.092564193, $53.50 ,5
Low Fat,NCE55,405,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.12929931, $178.24 ,5
Low Fat,NCG43,406,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.073879939, $94.05 ,5
Low Fat,NCH06,407,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.076183667, $245.65 ,5
Low Fat,NCM30,408,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.066969525, $39.28 ,5
Low Fat,NCN42,409,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014153743, $145.64 ,5
Low Fat,NCU42,410,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.019412192, $166.55 ,5
Low Fat,NCJ19,411,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.117607719, $55.26 ,5
Low Fat,FDD46,412,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.140571971, $154.80 ,5
Low Fat,FDL33,413,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.099478451, $194.45 ,5
Low Fat,FDP09,414,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.033725743, $211.69 ,5
Low Fat,DRL37,415,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.053113721, $44.38 ,5
Regular,FDE36,416,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $165.59 ,5
Regular,FDG12,417,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.006295472, $122.41 ,5
Regular,FDU24,418,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.139484292, $94.31 ,5
Regular,FDK25,419,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.156072361, $169.35 ,5
Regular,FDB14,420,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.102226474, $91.31 ,5
Regular,FDH50,421,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.160653682, $185.23 ,5
Regular,FDZ02,422,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037962696, $97.57 ,5
Regular,FDH05,423,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.090473389, $229.80 ,5
Regular,FDT19,424,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.144338493, $172.11 ,5
Regular,FDW19,425,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.038313981, $109.96 ,5
Regular,FDR51,426,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.172629683, $148.47 ,5
Regular,FDY34,427,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.010928678, $167.08 ,5
Regular,FDP49,428,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.069196376, $54.36 ,4.9
Regular,FDG35,429,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00704098, $173.57 ,4.9
Low Fat,FDS52,430,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.009585169, $102.50 ,4.9
Low Fat,FDR21,431,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.066935459, $177.54 ,4.9
Regular,FDQ36,432,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0, $38.38 ,4.9
Regular,FDE20,433,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.005530516, $171.18 ,4.9
Regular,FDO20,434,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0, $252.34 ,4.9
Low Fat,FDZ20,435,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.034376537, $256.14 ,4.9
Low Fat,FDK38,436,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.053279839, $147.77 ,4.9
Low Fat,NCN53,437,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.050808821, $33.69 ,4.9
Regular,FDN04,438,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014075334, $176.83 ,4.9
Low Fat,NCP42,439,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016176344, $192.15 ,4.9
Regular,FDY11,440,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029680868, $65.01 ,4.9
Low Fat,FDW28,441,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.088394115, $194.75 ,4.9
Low Fat,NCL53,442,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $175.40 ,4.9
Regular,FDW57,443,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.115857223, $179.10 ,4.8
Low Fat,NCN07,444,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.056816465, $132.13 ,4.8
Regular,FDP28,445,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.134975628, $260.09 ,4.8
Regular,FDR52,446,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076354362, $192.18 ,4.8
Regular,FDY56,447,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.062411404, $225.91 ,4.8
Regular,FDR36,448,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.121485195, $40.25 ,4.8
Regular,FDY22,449,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.160624116, $143.81 ,4.8
Low Fat,FDD36,450,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.021170542, $117.61 ,4.8
Low Fat,FDP19,451,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0, $128.47 ,4.8
Low Fat,FDF20,452,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033271818, $196.58 ,4.8
Low Fat,NCB31,453,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.118858866, $263.29 ,4.8
Low Fat,DRE12,454,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.070890602, $111.69 ,4.8
Low Fat,DRK01,455,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061159246, $92.54 ,4.8
Regular,FDE20,456,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.005539114, $167.88 ,4.8
Regular,FDJ34,457,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.093801337, $126.07 ,4.8
Low Fat,FDH41,458,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.143591586, $213.55 ,4.8
Low Fat,FDQ12,459,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.061999648, $230.00 ,4.8
Low Fat,FDZ27,460,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0, $51.24 ,4.8
